Player Name,Player ID,High Arm Angle Pitch,High Arm Angle,High Arm Pitch Count,Low Arm Angle Pitch,Low Arm Angle,Low Arm Pitch Count,Difference in Arm Angles
RICH HILL,448179,Curveball,37.49,8,Sweeper,3.85,26,33.64
DEIVI GARCÍA,665620,Curveball,55.34,44,4-Seam Fastball,33.98,158,21.36
ERIK MILLER,669062,4-Seam Fastball,44.98,631,Changeup,24.02,430,20.95
HUMBERTO CASTELLANOS,528748,Changeup,27.07,23,Curveball,6.59,27,20.48
TRENT THORNTON,663423,Curveball,43.88,137,Sweeper,24.09,345,19.8
JHONATHAN DÍAZ,646242,Curveball,46.95,20,Sinker,27.89,36,19.05
CALEB BOUSHLEY,676961,Curveball,53.76,10,Sweeper,35.09,9,18.67
JUSTIN BRUIHL,677865,Cutter,50.68,28,Sinker,33.13,30,17.55
YOHAN RAMÍREZ,670990,Curveball,39.39,108,Sinker,22.01,307,17.37
BRADLEY BLALOCK,687134,Curveball,69.02,58,Split-Finger,53.02,88,16
VALENTE BELLOZO,678368,Curveball,49.83,136,Changeup,34.06,152,15.77
VICTOR VODNIK,680767,4-Seam Fastball,46.43,830,Changeup,30.76,221,15.67
GREG WEISSERT,669711,4-Seam Fastball,23.9,220,Sweeper,8.3,299,15.6
YARIEL RODRÍGUEZ,684320,Curveball,48.94,157,Sinker,33.51,162,15.44
BLAKE WALSTON,686796,Curveball,42.3,45,Changeup,27.6,56,14.7
CHASE SHUGART,663767,4-Seam Fastball,44.64,22,Changeup,29.98,26,14.66
CLARKE SCHMIDT,657376,Knuckle Curve,42.76,306,Sweeper,28.32,419,14.44
BRENDON LITTLE,663893,Knuckle Curve,43.69,221,Sinker,29.32,397,14.37
WALKER BUEHLER,621111,Knuckle Curve,51.99,311,Sinker,37.87,239,14.12
JOE KELLY,523260,Knuckle Curve,36,98,Sinker,22.15,157,13.85
JAKE BLOSS,814005,Curveball,56.2,31,Sweeper,42.59,25,13.61
NÉSTOR CORTÉS,641482,4-Seam Fastball,52.83,1272,Sweeper,39.3,454,13.53
JOSH WINCKOWSKI,670174,Cutter,56.3,436,Changeup,42.96,156,13.34
GORDON GRACEFFO,700669,Curveball,54.12,16,Changeup,41.2,26,12.92
TIM HERRIN,682120,Curveball,36.14,369,Sinker,23.29,156,12.85
MATT SAUER,669422,Curveball,50.36,53,Sweeper,37.55,77,12.81
RONNY HENRIQUEZ,678692,4-Seam Fastball,49.18,90,Changeup,36.65,103,12.53
MITCH SPENCE,687765,Curveball,55.25,299,Slider,42.86,810,12.39
SETH HALVORSEN,678020,4-Seam Fastball,46.17,99,Split-Finger,33.82,50,12.35
PAOLO ESPINO,502179,4-Seam Fastball,52.14,52,Changeup,39.8,37,12.34
TOMMY KAHNLE,592454,4-Seam Fastball,44.67,156,Changeup,32.39,657,12.27
JP SEARS,676664,4-Seam Fastball,28.67,1032,Sweeper,16.43,710,12.24
AUSTIN KITCHEN,685116,Curveball,38.39,18,Sinker,26.28,64,12.11
YUSEI KIKUCHI,579328,Curveball,50.96,523,4-Seam Fastball,39.02,1374,11.94
MIKE KING,650633,4-Seam Fastball,36.28,719,Changeup,24.41,717,11.87
LUIS GIL,661563,4-Seam Fastball,39.44,1368,Changeup,27.66,714,11.78
TOUKI TOUSSAINT,657053,Curveball,39.97,128,Sinker,28.2,147,11.77
TYLER GILBERT,656457,Cutter,26.53,19,Sweeper,14.98,22,11.55
MARCO GONZALES,594835,4-Seam Fastball,42.15,175,Changeup,30.72,139,11.43
MAX FRIED,608331,Curveball,52.14,586,Changeup,41.03,377,11.11
YENNIER CANO,666974,Changeup,23.14,252,Slider,12.11,136,11.03
DEVIN WILLIAMS,642207,4-Seam Fastball,28.51,232,Changeup,17.5,197,11
TYLER PHILLIPS,663969,Curveball,36.91,83,Sinker,26.06,175,10.85
CADEN DANA,702674,4-Seam Fastball,47.49,108,Slider,36.68,55,10.81
JAKE BIRD,656234,Curveball,28.06,116,Slider,17.3,193,10.76
JONATHAN HEASLEY,669169,Curveball,57.22,25,Sweeper,46.59,37,10.64
TRISTAN BECK,663941,Curveball,51.62,48,Sweeper,41.02,37,10.6
TOMMY NANCE,667297,Curveball,48.04,121,Slider,37.47,83,10.57
DILLON TATE,622253,Sinker,30.33,315,Sweeper,19.83,195,10.5
ZACH PENROD,683068,4-Seam Fastball,48.21,39,Slider,37.73,21,10.48
CARMEN MLODZINSKI,669387,4-Seam Fastball,29.93,345,Sweeper,19.53,112,10.39
ALAN BUSENITZ,641427,Curveball,44.23,9,Sinker,33.87,17,10.36
MATT BOYD,571510,Changeup,29.28,221,Slider,18.95,150,10.33
ANDREW WANTZ,681806,4-Seam Fastball,41.26,7,Sweeper,30.96,10,10.3
JOE MUSGROVE,605397,Curveball,41.16,355,Sweeper,31.09,314,10.07
CHRIS BASSITT,605135,Curveball,43.78,405,Sinker,33.72,1207,10.06
REYNALDO LÓPEZ,625643,Curveball,49.48,244,Slider,39.43,620,10.05
VLADIMIR GUTIÉRREZ,661269,Curveball,47.96,9,Changeup,37.93,21,10.03
RHETT LOWDER,695076,4-Seam Fastball,35.73,136,Sinker,25.75,129,9.99
JACKSON JOBE,695549,4-Seam Fastball,47.48,41,Changeup,37.5,17,9.98
BRYAN SHAW,543766,Curveball,43.6,11,Sweeper,33.67,12,9.93
SETH JOHNSON,686751,Curveball,57.82,6,Changeup,47.91,7,9.9
LOGAN GILLASPIE,670810,Curveball,55.66,30,Sweeper,45.89,16,9.77
DEAN KREMER,665152,Curveball,45.35,248,Sinker,35.61,322,9.74
BRADY BASSO,669620,Curveball,61.14,72,Changeup,51.55,43,9.6
AARON CIVALE,650644,Curveball,51.22,426,Sinker,41.62,656,9.59
ALBERT SUÁREZ,544150,4-Seam Fastball,42.83,1116,Changeup,33.26,385,9.58
HUNTER BROWN,686613,4-Seam Fastball,59.57,1033,Changeup,49.99,375,9.57
CHAD KUHL,641771,Slider,30.71,349,Changeup,21.14,123,9.57
KYLE TYLER,667725,Cutter,63.59,260,Slider,54.02,65,9.57
CARLOS RODRIGUEZ,692230,Curveball,40.84,25,Changeup,31.27,37,9.57
CARLOS HERNÁNDEZ,672578,Knuckle Curve,45.75,89,4-Seam Fastball,36.27,303,9.48
LUIS MEDINA,665622,Curveball,46.52,73,Slider,37.05,181,9.47
CARL EDWARDS,605218,Curveball,62.5,5,4-Seam Fastball,53.03,6,9.47
JOSH WALKER,677020,4-Seam Fastball,46.69,73,Sinker,37.24,60,9.45
SCOTT BARLOW,605130,Curveball,34.34,211,Sweeper,24.9,444,9.44
YILBER DÍAZ,700270,Knuckle Curve,47.98,67,Slider,38.63,128,9.35
JARED KOENIG,657649,Sinker,35.34,580,Cutter,26.04,258,9.3
RODDERY MUÑOZ,682610,Slider,43.42,294,4-Seam Fastball,34.14,398,9.29
MIGUEL CASTRO,612434,Changeup,18.46,36,4-Seam Fastball,9.17,69,9.29
JOSIAH GRAY,680686,4-Seam Fastball,36.75,38,Changeup,27.47,18,9.28
DREW RASMUSSEN,656876,4-Seam Fastball,58.85,173,Sinker,49.64,134,9.22
JAVIER ASSAD,665871,Curveball,60.67,294,Cutter,51.46,547,9.21
CORBIN BURNES,669203,Curveball,48.39,657,Changeup,39.35,335,9.04
HOGAN HARRIS,663687,Curveball,51.57,190,Changeup,42.6,200,8.97
GAVIN WILLIAMS,668909,Curveball,41.36,281,Cutter,32.42,167,8.94
MATTHEW BOWMAN,621199,Split-Finger,42.19,75,Sinker,33.28,194,8.91
DANIEL DUARTE,650960,4-Seam Fastball,44.11,14,Changeup,35.24,8,8.88
ORION KERKERING,689147,4-Seam Fastball,37.02,318,Sweeper,28.15,629,8.87
CHRIS PADDACK,663978,4-Seam Fastball,49.03,625,Changeup,40.19,378,8.84
TEJAY ANTONE,622088,4-Seam Fastball,35.02,16,Slider,26.19,12,8.83
STEPHEN KOLEK,663568,4-Seam Fastball,38.94,103,Sweeper,30.2,82,8.74
ADAM MAZUR,800049,Curveball,56.01,74,Changeup,47.27,60,8.74
KEIDER MONTERO,672456,Knuckle Curve,48.45,186,Changeup,39.73,167,8.72
ZACH BRZYKCY,694350,4-Seam Fastball,51.85,58,Changeup,43.17,22,8.69
LOGAN GILBERT,669302,Cutter,48.25,321,Split-Finger,39.57,407,8.68
CLAYTON KERSHAW,477132,Curveball,63.87,81,Slider,55.26,220,8.61
MICHAEL PETERSEN,656848,4-Seam Fastball,51.16,232,Cutter,42.56,114,8.6
OWEN WHITE,669391,Curveball,51.08,10,Cutter,42.54,8,8.54
J. T. GINN,669372,Sinker,44.7,259,Slider,36.18,161,8.52
LUIS ORTIZ,682847,Slider,26.43,574,Sinker,17.94,554,8.49
TYLER ANDERSON,542881,Changeup,62.38,1082,Cutter,53.96,526,8.42
BRADY FEIGL,621399,Curveball,58.49,11,Changeup,50.08,5,8.41
MILES MIKOLAS,571945,Curveball,49.36,315,Sinker,40.97,623,8.4
BRYCE JARVIS,686826,4-Seam Fastball,40.19,348,Slider,31.8,241,8.39
CRISTIAN MENA,691441,Curveball,52.59,22,Sweeper,44.2,7,8.39
MATT MOORE,519043,Knuckle Curve,49.18,150,4-Seam Fastball,40.88,427,8.31
KUMAR ROCKER,677958,Slider,38.88,84,4-Seam Fastball,30.59,93,8.29
SAMMY PERALTA,671111,4-Seam Fastball,16.05,130,Sweeper,7.76,71,8.28
MACKENZIE GORE,669022,Curveball,53.27,581,4-Seam Fastball,44.99,1657,8.27
ANDRÉS MUÑOZ,662253,Slider,32.07,448,Sinker,23.82,196,8.25
QUINN PRIESTER,682990,Curveball,48.55,118,Sinker,40.3,244,8.24
J. P. FEYEREISEN,656420,4-Seam Fastball,50.9,68,Changeup,42.67,44,8.24
BURCH SMITH,572143,Curveball,43.22,164,Cutter,35.02,192,8.21
CODY POTEET,547001,4-Seam Fastball,41.59,110,Changeup,33.43,77,8.16
CODY BRADFORD,674003,Curveball,59.83,150,Changeup,51.69,321,8.15
BLAIR HENLEY,668874,Curveball,34.36,9,Sweeper,26.22,5,8.14
JEREMIAH ESTRADA,669093,4-Seam Fastball,67.39,590,Split-Finger,59.25,214,8.13
SEAN MANAEA,640455,Sinker,25.18,713,4-Seam Fastball,17.08,1104,8.1
JOSÉ SORIANO,667755,Knuckle Curve,41.16,440,4-Seam Fastball,33.07,254,8.09
DOMINGO GERMÁN,593334,Curveball,34.26,124,4-Seam Fastball,26.23,149,8.03
RIVER RYAN,689981,Curveball,43.13,46,Sinker,35.1,30,8.03
HAYDEN BIRDSONG,806185,Curveball,45.76,259,Changeup,37.75,256,8.01
ALEC MARSH,679525,Curveball,37.47,354,Changeup,29.5,216,7.98
TY MADDEN,680744,4-Seam Fastball,43.09,179,Split-Finger,35.12,63,7.97
YONNY CHIRINOS,630023,Split-Finger,51.14,76,4-Seam Fastball,43.18,85,7.97
KYLE BRADISH,680694,Curveball,63.37,116,Slider,55.41,201,7.96
DANIEL LYNCH,663738,4-Seam Fastball,41.52,224,Changeup,33.57,134,7.95
ISAIAH CAMPBELL,663462,4-Seam Fastball,51.75,23,Sweeper,43.84,37,7.9
ADAM OLLER,670124,Curveball,43.79,106,Slurve,35.92,183,7.87
DAVID FESTA,701581,4-Seam Fastball,60.21,442,Changeup,52.44,308,7.77
NICK AVILA,687014,Knuckle Curve,58.86,39,Cutter,51.12,70,7.75
YOSHINOBU YAMAMOTO,808967,Curveball,51.41,384,4-Seam Fastball,43.7,708,7.71
KEVIN HERGET,643361,4-Seam Fastball,53.84,71,Cutter,46.14,26,7.7
GERMÁN MÁRQUEZ,608566,Knuckle Curve,44.15,13,Slider,36.45,19,7.7
GUILLO ZUÑIGA,670871,Slider,29.49,59,Changeup,21.83,30,7.66
NICK ROBERTSON,687798,4-Seam Fastball,36.39,97,Changeup,28.77,50,7.62
COLE WINN,668390,4-Seam Fastball,43.92,120,Split-Finger,36.34,60,7.58
KOLBY ALLARD,663465,Curveball,54.14,53,4-Seam Fastball,46.57,180,7.58
ERIK SWANSON,657024,4-Seam Fastball,54.04,331,Slider,46.49,128,7.55
KIRBY SNEAD,669912,Slider,18.67,42,Changeup,11.14,35,7.53
JULIAN MERRYWEATHER,657240,Changeup,60.15,33,4-Seam Fastball,52.66,119,7.5
ZAC GALLEN,668678,4-Seam Fastball,43.32,1160,Changeup,35.83,351,7.49
BOBBY MILLER,676272,Curveball,51.52,200,Sinker,44.07,155,7.45
SCOTT EFFROSS,664123,Sinker,-0.76,18,Changeup,-8.2,7,7.44
GRIFFIN CANNING,656288,4-Seam Fastball,47.76,1069,Changeup,40.33,765,7.43
FREDDY PERALTA,642547,4-Seam Fastball,39.34,1695,Changeup,31.92,554,7.42
ERIK SABROWSKI,681870,Curveball,56.71,72,4-Seam Fastball,49.28,164,7.42
MATT ANDRIESE,542882,Curveball,46.98,13,Sinker,39.56,13,7.42
BROCK BURKE,656271,4-Seam Fastball,42.93,289,Changeup,35.53,96,7.4
DANNY YOUNG,664849,Sinker,19.94,355,Sweeper,12.55,382,7.39
CHASE SILSETH,681217,Split-Finger,35.93,32,Sweeper,28.55,44,7.39
LOGAN ALLEN,663531,4-Seam Fastball,48.34,89,Sinker,40.96,76,7.38
SIXTO SÁNCHEZ,664350,4-Seam Fastball,37.63,180,Changeup,30.25,185,7.37
NATHAN EOVALDI,543135,Curveball,37.47,359,4-Seam Fastball,30.11,980,7.36
SEAN NEWCOMB,656794,Curveball,41.66,30,Slurve,34.32,38,7.34
CODY BOLTON,675989,Cutter,34.37,98,Changeup,27.09,37,7.28
ANGEL ZERPA,672582,Slider,35.18,270,Sinker,27.94,462,7.24
JOEY LUCCHESI,664192,Cutter,48.61,48,Sinker,41.38,79,7.23
NICK SANDLIN,680704,4-Seam Fastball,14.95,300,Slider,7.73,349,7.22
JUSTIN MARTINEZ,679885,Split-Finger,46.73,255,Sinker,39.54,528,7.19
BROOKS RALEY,548384,Cutter,36.89,29,Sweeper,29.71,57,7.18
RYAN THOMPSON,657044,4-Seam Fastball,-0.4,99,Sinker,-7.55,627,7.15
GARRETT CLEAVINGER,664076,4-Seam Fastball,39.14,262,Sweeper,32.01,178,7.13
MAX SCHERZER,453286,Curveball,33.82,93,Changeup,26.69,93,7.12
ERICK FEDDE,607200,Sinker,40.35,881,Sweeper,33.27,583,7.08
JASON FOLEY,671345,Slider,35.92,290,Sinker,28.84,509,7.08
MATT FESTA,670036,Cutter,30.91,109,4-Seam Fastball,23.84,148,7.07
RANGER SUÁREZ,624133,Curveball,45.46,484,Changeup,38.45,386,7.02
J. B. BUKAUSKAS,656266,Slider,22.17,45,Sinker,15.18,43,6.99
COLTEN BREWER,605155,Curveball,40.12,110,4-Seam Fastball,33.16,158,6.97
ZAC KRISTOFAK,670219,4-Seam Fastball,43.24,17,Changeup,36.3,6,6.94
BRYAN HOEING,663773,Slider,39.09,189,Sinker,32.16,434,6.93
BRAXTON GARRETT,666129,Slider,44.16,156,Changeup,37.22,73,6.93
PETER STRZELECKI,657265,4-Seam Fastball,22.79,80,Sweeper,15.88,34,6.92
RYAN PRESSLY,519151,Slider,58.79,279,Changeup,51.9,111,6.89
JUSTIN SLATEN,686580,4-Seam Fastball,54.5,237,Sweeper,47.62,200,6.88
CARLOS RODÓN,607074,4-Seam Fastball,47.63,1698,Slider,40.77,892,6.86
ADRIÁN MOREJÓN,670970,4-Seam Fastball,46.52,245,Slider,39.74,331,6.78
LUIS GUERRERO,692285,4-Seam Fastball,35.54,62,Changeup,28.78,32,6.77
DL HALL,669084,Curveball,48.25,156,4-Seam Fastball,41.5,354,6.76
DYLAN DODD,689266,4-Seam Fastball,48.05,14,Slider,41.29,8,6.76
SAM ALDEGHERI,691951,4-Seam Fastball,39.59,126,Changeup,32.84,47,6.75
GEOFF HARTLIEB,664129,Slider,38.29,26,Sinker,31.57,37,6.72
TIM HILL,657612,4-Seam Fastball,-15.31,283,Sinker,-22,768,6.69
J. P. FRANCE,641585,Curveball,48.48,90,Cutter,41.78,111,6.69
GARRETT WHITLOCK,676477,Slider,33.64,51,Sweeper,26.95,46,6.69
BRANDON LEIBRANDT,605335,Changeup,55.19,38,Slider,48.51,32,6.68
JUSTIN WROBLESKI,680736,Curveball,46.52,63,Slider,39.87,84,6.65
KY BUSH,681066,Curveball,53.44,49,Slider,46.79,80,6.65
WILL WARREN,701542,Changeup,28.31,56,Sinker,21.68,121,6.63
KYLE HARRISON,690986,4-Seam Fastball,26.04,1197,Changeup,19.44,410,6.61
KYLE FREELAND,607536,4-Seam Fastball,30.85,360,Cutter,24.25,400,6.6
TYLER ZUBER,676604,Cutter,38.8,16,Sweeper,32.2,27,6.6
RYAN BRASIER,518489,Slider,45,211,4-Seam Fastball,38.42,174,6.59
LUIS SEVERINO,622663,4-Seam Fastball,43.55,1119,Sweeper,36.96,571,6.58
ANTHONY BENDER,669622,Sinker,21.25,418,Sweeper,14.67,429,6.58
JORDAN WICKS,696136,4-Seam Fastball,50.45,384,Sinker,43.89,111,6.57
SAM MOLL,594580,4-Seam Fastball,19.97,238,Sweeper,13.4,153,6.57
PETE FAIRBANKS,664126,Slider,59.26,312,4-Seam Fastball,52.72,364,6.54
DANNY COULOMBE,543056,Knuckle Curve,62.4,58,Cutter,55.89,143,6.52
BRYCE MILLER,682243,4-Seam Fastball,45.81,1157,Split-Finger,39.29,469,6.51
RYAN ZEFERJAHN,666171,Cutter,39.69,99,Sweeper,33.19,34,6.5
ADRIAN HOUSER,605288,4-Seam Fastball,44.98,186,Sinker,38.49,490,6.49
LUIS CASTILLO,622491,4-Seam Fastball,17.22,1293,Changeup,10.74,406,6.48
SAM LONG,669674,Curveball,60.86,168,4-Seam Fastball,54.38,296,6.48
SEAN REYNOLDS,669308,4-Seam Fastball,44.17,110,Slider,37.7,98,6.47
TOM COSGROVE,676680,4-Seam Fastball,14.91,66,Sweeper,8.45,152,6.46
ROSS STRIPLING,548389,Slider,64.22,181,Sinker,57.78,187,6.44
TYLER HOLTON,663947,Cutter,46.43,389,Sweeper,40,231,6.43
NICK VESPI,663989,Curveball,52.15,31,Slider,45.75,42,6.4
RYNE STANEK,592773,Split-Finger,48.38,241,Slider,42.01,172,6.37
ALEX FAEDO,656412,4-Seam Fastball,34.32,354,Changeup,28.01,200,6.31
CAM BOOSER,592155,4-Seam Fastball,42.5,285,Sweeper,36.19,164,6.31
GRANT ANDERSON,681982,4-Seam Fastball,0.13,133,Slider,-6.18,184,6.3
REED GARRETT,657585,4-Seam Fastball,40.21,175,Sweeper,33.92,217,6.29
JACK LEITER,683004,Curveball,55.1,76,4-Seam Fastball,48.81,344,6.29
SPENCER ARRIGHETTI,681293,4-Seam Fastball,26.66,1018,Sweeper,20.4,270,6.26
LYON RICHARDSON,680689,4-Seam Fastball,34.89,7,Changeup,28.62,8,6.26
TUCKER DAVIDSON,656353,4-Seam Fastball,62.06,10,Split-Finger,55.82,12,6.24
MATT STRAHM,621381,Slider,35.13,192,Sinker,28.9,152,6.23
JOSH SBORZ,622250,4-Seam Fastball,53.1,130,Curveball,46.89,65,6.21
JULIO TEHERÁN,527054,Curveball,25.58,8,Sinker,19.36,29,6.21
COLE IRVIN,608344,4-Seam Fastball,43.03,479,Curveball,36.83,446,6.2
NATE PEARSON,663878,Curveball,44.88,122,Slider,38.69,431,6.19
WADE MILEY,489119,4-Seam Fastball,52.21,25,Changeup,46.03,24,6.18
CAL QUANTRILL,615698,Curveball,50.12,307,Cutter,43.95,328,6.17
JIMMY HERGET,623474,4-Seam Fastball,4.48,33,Sinker,-1.69,49,6.17
SLADE CECCONI,677944,Slider,38.6,306,Changeup,32.44,157,6.16
THYAGO VIEIRA,600986,Slider,50.32,266,Sinker,44.18,298,6.14
JOSÉ CISNERO,542585,Slider,29.75,91,Sinker,23.61,79,6.14
BRENNAN BERNARDINO,657514,Sinker,20.88,400,Curveball,14.75,302,6.13
TANNER BANKS,621383,4-Seam Fastball,50.89,369,Sweeper,44.76,178,6.13
PHIL MATON,664208,Curveball,32.43,333,Sinker,26.29,135,6.13
KODY FUNDERBURK,681892,Cutter,40.29,285,Sweeper,34.17,212,6.12
WILL KLEIN,694361,Curveball,53.22,33,Slider,47.1,30,6.12
JONATHAN LOÁISIGA,642528,Curveball,46.69,9,Sinker,40.58,41,6.11
VICTOR MEDEROS,682989,Curveball,41.16,17,Slider,35.06,24,6.1
KYLE GIBSON,502043,4-Seam Fastball,47.9,367,Sweeper,41.82,569,6.08
JACK FLAHERTY,656427,4-Seam Fastball,30.75,1300,Knuckle Curve,24.68,687,6.07
JUSTIN VERLANDER,434378,4-Seam Fastball,56.65,767,Changeup,50.58,160,6.07
BLAKE SNELL,605483,Curveball,59.66,462,Changeup,53.6,311,6.06
SHANE BAZ,669358,Knuckle Curve,41.47,247,Changeup,35.42,124,6.05
BRENT SUTER,608718,4-Seam Fastball,57.83,440,Changeup,51.79,202,6.04
ANDRE PALLANTE,669467,Knuckle Curve,62.16,240,Slider,56.13,325,6.03
ALEX COBB,502171,Knuckle Curve,40.79,45,Split-Finger,34.77,146,6.02
PORTER HODGE,687863,4-Seam Fastball,42.97,392,Sweeper,36.96,241,6.01
EDWARD CABRERA,665795,Curveball,45.57,378,4-Seam Fastball,39.58,471,5.99
JULIAN AGUIAR,687924,4-Seam Fastball,30.76,73,Changeup,24.77,100,5.99
BRANDON WILLIAMSON,682227,4-Seam Fastball,48.7,66,Changeup,42.73,56,5.97
CHRIS SALE,519242,4-Seam Fastball,12.56,1074,Changeup,6.6,399,5.96
RYAN YARBROUGH,642232,4-Seam Fastball,16.2,259,Sweeper,10.24,400,5.96
MATT FOSTER,641582,Slider,53.76,33,Changeup,47.81,18,5.95
TYLER GLASNOW,607192,Curveball,60.83,364,Slider,54.89,532,5.94
PEDRO AVILA,658648,Curveball,50.06,232,4-Seam Fastball,44.13,577,5.93
JOSH FLEMING,676596,Cutter,31.34,136,Changeup,25.41,159,5.93
LAKE BACHAR,669199,Sweeper,36.7,50,Split-Finger,30.76,34,5.93
GRANT HARTWIG,701643,Cutter,16.91,25,Sweeper,10.98,39,5.93
NICK MARTÍNEZ,607259,Curveball,62.48,253,Cutter,56.56,434,5.92
WILL SMITH,519293,Curveball,49.12,79,Slider,43.2,301,5.92
BRYAN HUDSON,663542,4-Seam Fastball,15.46,484,Sweeper,9.57,216,5.9
ERASMO RAMÍREZ,541640,Cutter,38.72,119,Sinker,32.83,119,5.89
DARREN MCCAUGHAN,670766,Sinker,32.12,226,Sweeper,26.29,270,5.83
AARON ASHBY,676879,Curveball,50.41,98,Slider,44.58,67,5.83
CARSON SPIERS,686730,4-Seam Fastball,33.77,463,Sweeper,27.95,368,5.82
CALEB THIELBAR,573204,Curveball,58.01,219,Sweeper,52.21,275,5.8
CALVIN FAUCHER,676534,Curveball,53.07,217,4-Seam Fastball,47.29,328,5.78
JOHN CURTISS,595928,4-Seam Fastball,43.68,17,Slider,37.92,20,5.76
TREVOR RICHARDS,670950,4-Seam Fastball,55.32,549,Changeup,49.61,631,5.71
BEAU BRIESKE,689225,Sinker,51.55,204,Changeup,45.85,332,5.7
EVAN KRAVETZ,667478,Knuckle Curve,52.8,1,4-Seam Fastball,47.1,2,5.7
EDWIN DÍAZ,621242,Slider,23.21,502,4-Seam Fastball,17.53,571,5.68
CONNOR GILLISPIE,687362,4-Seam Fastball,40.44,58,Sweeper,34.76,19,5.68
WILL VEST,676684,4-Seam Fastball,48.39,698,Slider,42.72,255,5.67
JOSH STAUMONT,622251,Sinker,51.18,122,Slider,45.51,258,5.67
MITCHELL PARKER,680730,4-Seam Fastball,54.83,1167,Split-Finger,49.19,458,5.64
JONATHAN CANNON,686563,4-Seam Fastball,28.45,249,Changeup,22.81,379,5.64
EVAN JUSTICE,687145,Slider,28.4,1,4-Seam Fastball,22.76,7,5.64
CASEY MIZE,663554,4-Seam Fastball,45.75,684,Slider,40.12,465,5.63
AUSTIN PRUITT,643493,Curveball,59.28,8,Slider,53.64,27,5.63
MARCUS STROMAN,573186,Slider,35.59,411,Slurve,29.97,352,5.62
MATT CARASITI,571539,Forkball,39.39,53,Sinker,33.77,57,5.62
RICHARD FITTS,690916,Slider,55.27,98,Split-Finger,49.65,34,5.61
LOUIS VARLAND,686973,Knuckle Curve,42.75,140,Changeup,37.15,94,5.6
BRANDON PFAADT,694297,4-Seam Fastball,29.82,930,Changeup,24.23,315,5.59
RYAN FERNANDEZ,681676,4-Seam Fastball,54.1,487,Cutter,48.54,124,5.56
JASON ADAM,592094,4-Seam Fastball,37.53,436,Sweeper,31.98,202,5.56
FERNANDO CRUZ,518585,Split-Finger,48.19,475,Cutter,42.66,288,5.52
LANDEN ROUPP,694738,Curveball,29.64,400,Sinker,24.14,359,5.51
JOEL KUHNEL,669270,Sinker,37.68,25,Slider,32.17,65,5.51
AARON BUMMER,607481,Sweeper,10.04,425,Sinker,4.55,396,5.49
GRAHAM ASHCRAFT,668933,Cutter,51.5,649,Slider,46.03,429,5.47
JACOB WAGUESPACK,621097,4-Seam Fastball,72.16,86,Cutter,66.69,78,5.47
ALEX YOUNG,622065,Changeup,33.21,124,Sinker,27.76,102,5.44
JOEY CANTILLO,676282,Curveball,58.94,117,Changeup,53.52,209,5.42
COLE SANDS,663485,4-Seam Fastball,27.21,333,Curveball,21.8,163,5.41
JOEY WENTZ,666214,Curveball,52.12,159,Cutter,46.71,384,5.4
SHAWN DUBIN,681869,Curveball,42.32,133,Changeup,36.94,127,5.39
BRANDON BIELAK,656232,4-Seam Fastball,48.59,111,Sinker,43.2,117,5.39
JOSH ROGERS,642028,4-Seam Fastball,38.14,61,Slider,32.78,20,5.36
AARON BROOKS,605156,Sinker,42.68,99,Changeup,37.34,54,5.34
DOMINIC LEONE,608678,Slider,44.15,70,4-Seam Fastball,38.8,95,5.34
WANDY PERALTA,593974,Sinker,45.18,248,Changeup,39.86,259,5.33
SAM HENTGES,656529,Curveball,42.12,112,Sinker,36.79,60,5.33
HOBY MILNER,571948,Sweeper,-1.68,337,Changeup,-6.99,143,5.31
CHASE ANDERSON,502624,Cutter,44.78,344,Changeup,39.47,309,5.3
T. J. MCFARLAND,519008,Sweeper,16.55,321,Sinker,11.25,411,5.3
JOHN SCHREIBER,670167,4-Seam Fastball,12.1,240,Sweeper,6.82,262,5.28
KAI-WEI TENG,678906,Curveball,27.23,38,Sinker,21.95,91,5.28
LUIS GARCÍA,472610,Split-Finger,52.19,167,Slider,46.92,110,5.27
ROBERT GARCIA,676395,Slider,28.22,151,Changeup,22.95,295,5.26
RAFAEL MONTERO,606160,Sinker,36.25,162,Changeup,31,156,5.25
SCOTT ALEXANDER,518397,Changeup,40.61,74,Sinker,35.38,364,5.23
ANDREW CHAFIN,605177,4-Seam Fastball,52.79,142,Slider,47.57,443,5.22
ALEK JACOB,689690,4-Seam Fastball,1.94,56,Changeup,-3.27,86,5.22
JOSH MACIEJEWSKI,656671,Slider,41.26,11,Changeup,36.04,44,5.22
GÉNESIS CABRERA,650893,Curveball,48.72,124,Cutter,43.51,405,5.21
AJ SMITH-SHAWVER,700363,Curveball,54.81,21,4-Seam Fastball,49.6,62,5.21
JORDAN LYLES,543475,Cutter,44.95,13,Changeup,39.75,13,5.2
EDWIN UCETA,670955,Cutter,20.21,143,4-Seam Fastball,15.03,269,5.18
MITCH WHITE,669952,Curveball,43.8,56,Sweeper,38.62,93,5.18
REID DETMERS,672282,Curveball,49.16,227,4-Seam Fastball,43.99,666,5.17
MASON BLACK,696131,4-Seam Fastball,24.78,210,Sinker,19.62,192,5.16
BRANDON EISERT,685126,4-Seam Fastball,36.01,40,Changeup,30.84,25,5.16
SEAN REID-FOLEY,656887,4-Seam Fastball,47.5,256,Slider,42.35,47,5.15
JACK KOCHANOWICZ,686799,Slider,32.07,121,Sinker,26.93,624,5.15
